,workstring,workstring_beta,curlemma,curlemma_beta,stemtype,stemclass,persons,numbers,tenses,voices,moods,genders,cases,degrees,dialects,misc
259,ᾶτον,a=ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,subj,na,na,na,na,contr
260,ῆτον,h=ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,subj,na,na,na,doric,contr
261,ᾶτον,a=ton,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,subj,na,na,na,na,contr
262,ῆτον,h=ton,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,subj,na,na,na,doric,contr
263,ῶμεν,w=men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,subj,na,na,na,attic epic ionic,contr
264,ᾶμες,a=mes,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,subj,na,na,na,doric,contr
265,ᾶμεν,a=men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,subj,na,na,na,doric aeolic,contr
266,ώωμεν,w/wmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,subj,na,na,na,epic,na
267,όωμεν,o/wmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,subj,na,na,na,epic,na
268,ᾶτε,a=te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,subj,na,na,na,na,contr
269,ῆτε,h=te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,subj,na,na,na,doric,contr
270,ᾶσθε,a=sqe,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,subj,na,na,na,epic,contr
271,ῶσι,w=si,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,attic epic ionic,contr
272,ῶσιν,w=sin,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,attic epic ionic,contr nu_movable
273,ᾶντι,a=nti,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,doric,contr
274,ᾶσιν,a=sin,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,doric aeolic,contr nu_movable
275,ᾶσι,a=si,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,doric aeolic,contr
276,ώωσι,w/wsi,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,epic,na
277,όωσι,o/wsi,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,epic,na
278,όωσιν,o/wsin,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,epic,nu_movable
279,ώωσιν,w/wsin,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,subj,na,na,na,epic,nu_movable
280,ῴην,w/|hn,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,na,contr
281,ῷμι,w=|mi,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,na,contr
282,αίην,ai/hn,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,na,na
283,άοιμι,a/oimi,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,homeric,na
284,ώοιμι,w/oimi,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,homeric,na
285,άοιμι,a/oimi,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,epic,uncontr
286,οῴην,ow/|hn,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,epic,na
287,αοίην,aoi/hn,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,epic,uncontr
288,όῳμι,o/w|mi,n a,n a,aw_pr,pp_pr,1st,sg,pres,act,opt,na,na,na,epic,na
289,ῴης,w/|hs,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,na,contr
290,αίης,ai/hs,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,na,na
291,ῷς,w=|s,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,na,contr
292,αοίης,aoi/hs,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,uncontr
293,ῷσθα,w=|sqa,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,contr
294,άοις,a/ois,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,uncontr
295,άοισθα,a/oisqa,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,uncontr
296,όῳσθα,o/w|sqa,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,na
297,όῳς,o/w|s,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,na
298,οῴης,ow/|hs,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,opt,na,na,na,epic,na
299,αίη,ai/h,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,na,na
300,ῴη,w/|h,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,na,contr
301,ῷ,w=|,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,na,contr
302,αοίη,aoi/h,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,epic,uncontr
303,οῴη,ow/|h,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,epic,na
304,όῳ,o/w|,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,epic,na
305,άοῑ,a/oi_,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,opt,na,na,na,epic,uncontr
306,ῴητον,w/|hton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,na,contr
307,ῷτον,w=|ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,na,contr
308,αίητον,ai/hton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,na,na
309,αῖτον,ai=ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,na,na
310,όῳτον,o/w|ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,epic,na
311,άοιτον,a/oiton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,epic,uncontr
312,αοίητον,aoi/hton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,epic,uncontr
313,οῴητον,ow/|hton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,opt,na,na,na,epic,na
314,αίτην,ai/thn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,na,na
315,ῴητην,w/|hthn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,na,contr
316,αίητην,ai/hthn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,na,na
317,ῴτην,w/|thn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,na,contr
318,οῴτην,ow/|thn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,epic,na
319,αοίητην,aoi/hthn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,epic,uncontr
320,αοίτην,aoi/thn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,epic,uncontr
321,οῴητην,ow/|hthn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,opt,na,na,na,epic,na
322,ῴημεν,w/|hmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,na,contr
323,ῷμεν,w=|men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,na,contr
324,ῷμεν,w=|men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,na,contr
325,αίημεν,ai/hmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,na,na
326,αῖμεν,ai=men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,na,na
327,άοιμεν,a/oimen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,uncontr
328,όῳμεν,o/w|men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,na
329,όῳμεν,o/w|men,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,na
330,άοιμεν,a/oimen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,uncontr
331,αοίημεν,aoi/hmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,uncontr
332,οῴημεν,ow/|hmen,n a,n a,aw_pr,pp_pr,1st,pl,pres,act,opt,na,na,na,epic,na
333,ῷτε,w=|te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,na,contr
334,αῖτε,ai=te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,na,na
335,ῷτε,w=|te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,na,contr
336,αίητε,ai/hte,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,na,na
337,ῴητε,w/|hte,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,na,contr
338,όῳτε,o/w|te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,homeric,na
339,άοιτε,a/oite,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,uncontr
340,αοίητε,aoi/hte,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,uncontr
341,οῴητε,ow/|hte,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,na
342,άοιτε,a/oite,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,uncontr
343,όῳτε,o/w|te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,na
344,όῳτε,o/w|te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,opt,na,na,na,epic,na
345,ῴησαν,w/|hsan,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,na,contr
346,αίησαν,ai/hsan,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,na,na
347,ῷεν,w=|en,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,na,contr
348,ῷεν,w=|en,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,na,contr
349,αῖεν,ai=en,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,na,na
350,όῳεν,o/w|en,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,na
351,αοίησαν,aoi/hsan,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,uncontr
352,άοιεν,a/oien,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,uncontr
353,άοιεν,a/oien,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,uncontr
354,όῳεν,o/w|en,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,na
355,οῴησαν,ow/|hsan,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,opt,na,na,na,epic,na
356,ᾱ,a_,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,imperat,na,na,na,na,contr
357,η,h,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,imperat,na,na,na,doric,contr
358,αα,aa,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,imperat,na,na,na,epic,na
359,αε,ae,n a,n a,aw_pr,pp_pr,2nd,sg,pres,act,imperat,na,na,na,epic,na
360,ᾱ́τω,a_/tw,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,imperat,na,na,na,na,contr
361,ήτω,h/tw,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,imperat,na,na,na,doric,contr
362,αάτω,aa/tw,n a,n a,aw_pr,pp_pr,3rd,sg,pres,act,imperat,na,na,na,epic,na
363,ᾶτον,a=ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,imperat,na,na,na,na,contr
364,ῆτον,h=ton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,imperat,na,na,na,doric,contr
365,άατον,a/aton,n a,n a,aw_pr,pp_pr,2nd,dual,pres,act,imperat,na,na,na,epic,na
366,ᾱ́των,a_/twn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,imperat,na,na,na,na,contr
367,ήτων,h/twn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,imperat,na,na,na,doric,contr
368,αάτων,aa/twn,n a,n a,aw_pr,pp_pr,3rd,dual,pres,act,imperat,na,na,na,epic,na
369,ᾶτε,a=te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,imperat,na,na,na,na,contr
370,ῆτε,h=te,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,imperat,na,na,na,doric,contr
371,άατε,a/ate,n a,n a,aw_pr,pp_pr,2nd,pl,pres,act,imperat,na,na,na,epic,na
372,ώντων,w/ntwn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,na,contr
373,ᾱ́των,a_/twn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,na,contr poetic
374,άτωσαν,a/twsan,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,na,na
375,ήτων,h/twn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,doric,contr poetic
376,ᾱ́ντων,a_/ntwn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,doric aeolic,contr
377,ωώντων,ww/ntwn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,epic,na
378,οώντων,ow/ntwn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,epic,na
379,ωόντων,wo/ntwn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,epic,na
380,αάτων,aa/twn,n a,n a,aw_pr,pp_pr,3rd,pl,pres,act,imperat,na,na,na,epic,poetic
381,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,attic,contr
382,ᾷν,a=|n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,na,na
383,ῆν,h=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,doric,contr
384,ῆν,h=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,doric,contr
385,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,doric,contr
386,ῆν,h=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,doric ionic,contr
387,άαν,a/an,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,na
388,αάμεν,aa/men,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,na
389,άᾱν,a/a_n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,na
390,αάμεναι,aa/menai,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,na
391,ᾱ́μεν,a_/men,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,contr
392,ᾱ́μεναι,a_/menai,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic,contr
393,ᾶν,a_=n,n a,n a,aw_pr,pp_pr,na,na,pres,act,inf,na,na,na,epic doric,contr
394,ῶν,w=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,nom,na,attic epic ionic,contr
395,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,nom,na,doric aeolic,contr
396,ώων,w/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,nom,na,epic,na
397,όων,o/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,nom,na,epic,na
398,ῶσα,w=sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,attic epic doric ionic,contr
399,ῶσα,w=sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,attic epic doric ionic,contr
400,ᾶσα,a=sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,doric,na
401,ᾶσα,a=sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,doric,na
402,ῷσα,w=|sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,doric aeolic,contr
403,ῷσα,w=|sa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,doric aeolic,contr
404,όωσα,o/wsa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,epic,na
405,όωσα,o/wsa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,epic,na
406,ώωσα,w/wsa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,epic,na
407,ώωσα,w/wsa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,epic,na
408,άουσα,a/ousa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,nom,na,epic,uncontr
409,άουσα,a/ousa,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,voc,na,epic,uncontr
410,ῶν,w=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,nom,na,na,contr
411,ῶν,w=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,voc,na,na,contr
412,ῶν,w=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,acc,na,na,contr
413,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,nom,na,doric aeolic,contr
414,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,voc,na,doric aeolic,contr
415,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,acc,na,doric aeolic,contr
416,ώων,w/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,nom,na,epic,na
417,ώων,w/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,voc,na,epic,na
418,ώων,w/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,acc,na,epic,na
419,όων,o/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,nom,na,epic,na
420,όων,o/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,voc,na,epic,na
421,όων,o/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,acc,na,epic,na
422,ῶον,w=on,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,nom,na,epic,na
423,ῶον,w=on,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,voc,na,epic,na
424,ῶον,w=on,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,acc,na,epic,na
425,ῶντος,w=ntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,gen,na,na,contr
426,ῶντος,w=ntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,gen,na,na,contr
427,ᾶντος,a=ntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,gen,na,doric aeolic,contr
428,ᾶντος,a=ntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,gen,na,doric aeolic,contr
429,ώοντος,w/ontos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,gen,na,epic,na
430,ώοντος,w/ontos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,gen,na,epic,na
431,ώωντος,w/wntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,gen,na,epic,na
432,ώωντος,w/wntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,gen,na,epic,na
433,όωντος,o/wntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,gen,na,epic,na
434,όωντος,o/wntos,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,gen,na,epic,na
435,ώσης,w/shs,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,attic epic ionic,contr
436,ᾱ́σᾱς,a_/sa_s,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,doric,na
437,ώσᾱς,w/sa_s,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,doric,suff_acc contr
438,ῴσᾱς,w/|sa_s,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,doric aeolic,suff_acc contr
439,αούσης,aou/shs,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,epic,suff_acc uncontr
440,οώσης,ow/shs,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,epic,suff_acc
441,ωώσης,ww/shs,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,gen,na,epic,suff_acc
442,ῶντι,w=nti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,dat,na,na,contr
443,ῶντι,w=nti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,dat,na,na,contr
444,ᾶντι,a=nti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,dat,na,doric aeolic,contr
445,ᾶντι,a=nti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,dat,na,doric aeolic,contr
446,όωντι,o/wnti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,dat,na,epic,na
447,όωντι,o/wnti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,dat,na,epic,na
448,ώωντι,w/wnti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,dat,na,epic,na
449,ώωντι,w/wnti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,dat,na,epic,na
450,ώοντι,w/onti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,dat,na,epic,na
451,ώοντι,w/onti,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,neut,dat,na,epic,na
452,ώσῃ,w/sh|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,attic epic ionic,suff_acc contr
453,ώσᾱͅ,w/sa_|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,doric,suff_acc contr
454,ᾱ/σᾱͅ,a_/sa_|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,doric,na
455,ῴσᾱͅ,w/|sa_|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,doric aeolic,suff_acc contr
456,αούσῃ,aou/sh|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,epic,suff_acc uncontr
457,οώσῃ,ow/sh|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,epic,suff_acc
458,ωώσῃ,ww/sh|,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,dat,na,epic,suff_acc
459,ῶντα,w=nta,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,acc,na,na,contr
460,ᾶντα,a=nta,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,acc,na,doric aeolic,contr
461,όωντα,o/wnta,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,acc,na,epic,na
462,ώωντα,w/wnta,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,acc,na,epic,na
463,ώοντα,w/onta,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,acc,na,epic,na
464,ῶσαν,w=san,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,attic epic doric ionic,contr
465,ᾶσαν,a=san,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,doric,na
466,ῷσαν,w=|san,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,doric aeolic,contr
467,ώωσαν,w/wsan,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,epic,na
468,άουσαν,a/ousan,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,epic,uncontr
469,όωσαν,o/wsan,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,fem,acc,na,epic,na
470,ῶν,w=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,voc,na,na,contr
471,ᾶν,a=n,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,voc,na,doric aeolic,contr
472,ῶον,w=on,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,voc,na,epic,na
473,όων,o/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,voc,na,epic,na
474,ώων,w/wn,n a,n a,aw_pr,pp_pr,na,sg,pres,act,part,masc,voc,na,epic,na
475,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,nom,na,na,contr
476,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,voc,na,na,contr
477,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,acc,na,na,contr
478,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,nom,na,na,contr
479,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,voc,na,na,contr
480,ῶντε,w=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,acc,na,na,contr
481,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,nom,na,doric aeolic,contr
482,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,voc,na,doric aeolic,contr
483,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,acc,na,doric aeolic,contr
484,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,nom,na,doric aeolic,contr
485,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,voc,na,doric aeolic,contr
486,ᾶντε,a=nte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,acc,na,doric aeolic,contr
487,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,nom,na,epic,na
488,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,voc,na,epic,na
489,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,acc,na,epic,na
490,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,nom,na,epic,na
491,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,voc,na,epic,na
492,ώοντε,w/onte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,acc,na,epic,na
493,ώωντε,w/wnte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,nom,na,epic,na
494,ώωντε,w/wnte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,voc,na,epic,na
495,ώωντε,w/wnte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,masc,acc,na,epic,na
496,ώωντε,w/wnte,n a,n a,aw_pr,pp_pr,na,dual,pres,act,part,neut,nom,na,epic,na
